Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-10-08,24.495498746052377,24.65874671936035,24.495498746052377,24.65874671936035,2000,0.0,0
2015-10-09,24.650583799651827,24.650583799651827,24.53630851433722,24.61793327331543,4300,0.0,0
2015-10-12,24.830160477519712,24.830160477519712,24.707724100454218,24.77302360534668,2300,0.0,0
2015-10-13,24.61793327331543,24.61793327331543,24.61793327331543,24.61793327331543,500,0.0,0
2015-10-14,24.61793327331543,24.61793327331543,24.61793327331543,24.61793327331543,0,0.0,0
2015-10-15,24.51182848489229,24.544477462768555,24.51182848489229,24.544477462768555,2500,0.0,0
2015-10-16,24.973820931448767,25.026059914542827,24.973820931448767,25.011367797851562,400,0.0,0
2015-10-19,25.058710382611263,25.31174577814102,25.058710382611263,25.3035831451416,2000,0.0,0
2015-10-20,25.597436116883166,25.597436116883166,25.295424871311194,25.328075408935547,3200,0.0,0
2015-10-21,25.348474502563477,25.348474502563477,25.348474502563477,25.348474502563477,400,0.0,0
2015-10-22,25.45050865079053,25.68150510403013,25.448059705086486,25.669261932373047,2200,0.0,0
2015-10-23,25.34684336055863,25.36071968078613,25.254608566936056,25.360719680786133,3500,0.0,0
2015-10-26,25.326438922836942,25.401534215362005,25.326438922836942,25.39337158203125,600,0.0,0
2015-10-27,25.35255397941457,25.401529770829747,25.30357974486224,25.3998966217041,3400,0.0,0
2015-10-28,25.49948286354895,25.57294500712916,25.307664871215824,25.30766487121582,3200,0.0,0
2015-10-29,25.328066748640534,25.42275047302246,25.311741485410373,25.42275047302246,3900,0.0,0
2015-10-30,25.262771606445312,25.262771606445312,25.262771606445312,25.262771606445312,200,0.0,0
2015-11-02,25.262771606445312,25.262771606445312,25.262771606445312,25.262771606445312,100,0.0,0
2015-11-03,25.79332887440779,25.79332887440779,25.564779832998834,25.58926773071289,500,0.0,0
2015-11-04,25.728028596053733,25.728028596053733,25.483154296875,25.483154296875,1900,0.0,0
2015-11-05,25.53212857459506,25.53212857459506,25.262767951298567,25.385204315185547,23800,0.0,0
2015-11-06,24.7975113669396,24.7975113669396,24.4465274810791,24.4465274810791,9000,0.0,0
2015-11-09,24.53631152337936,24.572226795381354,24.16083976564104,24.250625610351562,45500,0.0,0
2015-11-10,24.577128891210908,24.577128891210908,24.36490507827693,24.511829376220703,27200,0.0,0
2015-11-11,24.573038107841693,24.69955655453152,24.479170185534798,24.596710205078125,27100,0.0,0
2015-11-12,24.373065339259604,24.55263859878333,24.373065339259604,24.4465274810791,63900,0.0,0
2015-11-13,24.34041671048358,24.381229879610867,24.124928159453788,24.128192901611328,47700,0.0,0
2015-11-16,24.10370635986328,24.177168506828366,24.10370635986328,24.10370635986328,4200,0.0,0
2015-11-17,24.487338200517357,24.63426247881855,24.43020132714757,24.479175567626953,25700,0.0,0
2015-11-18,24.19348949732161,24.76894187927246,21.793731489152925,24.76894187927246,28600,0.0,0
2015-11-19,24.82199500524164,24.936268736515142,24.82199500524164,24.90361976623535,3500,0.0,0
2015-11-20,25.06687001910958,25.11584581429332,25.06687001910958,25.107683181762695,600,0.0,0
2015-11-23,25.279092854272502,25.313374975508506,25.23828125,25.23828125,2400,0.0,0
2015-11-24,25.319907761068144,25.319907761068144,24.85464859008789,24.85464859008789,2500,0.0,0
2015-11-25,24.85464859008789,24.85464859008789,24.85464859008789,24.85464859008789,0,0.0,0
2015-11-27,25.042383193969723,25.042383193969723,25.042383193969723,25.042383193969727,0,0.0,0
2015-11-30,25.303584711338445,25.303584711338445,25.076668793243748,25.099523544311523,1600,0.0,0
2015-12-01,25.28725849753126,25.514991760253906,25.28725849753126,25.514991760253906,5600,0.0,0
2015-12-02,25.39336977402474,25.483155620544046,24.993410110473633,24.993410110473633,4400,0.0,0
2015-12-03,24.78935104818188,24.78935104818188,24.495502471923828,24.495502471923828,800,0.0,0
2015-12-04,24.74037316582584,25.164820727625674,24.74037316582584,24.993410110473633,4400,0.0,0
2015-12-07,24.993410110473633,24.993410110473633,24.993410110473633,24.993410110473633,0,0.0,0
2015-12-08,24.715888570046207,25.107685628519146,24.422039997759946,25.075035095214844,4600,0.0,0
2015-12-09,24.903626503065873,24.936275482177734,24.903626503065873,24.936275482177734,600,0.0,0
2015-12-10,24.732210159301758,24.732210159301758,24.732210159301758,24.732210159301758,700,0.0,0
2015-12-11,24.634261523326934,24.634261523326934,24.599979400634766,24.599979400634766,300,0.0,0
2015-12-14,24.5689653064694,24.707726965061752,24.560802672803597,24.675893783569336,600,0.0,0
2015-12-15,25.07748280936797,25.132172294280622,24.96076011657715,24.96076011657715,4100,0.0,0
2015-12-16,25.189311695337835,25.409696578979492,25.189311695337835,25.409696578979492,1600,0.0,0
2015-12-17,25.67905430716733,25.67905430716733,25.35092518687938,25.377044677734375,2400,0.0,0
2015-12-18,25.222719862791624,25.24500249927116,25.046937942504883,25.046937942504883,1400,0.34,0
2015-12-21,25.134412608269244,25.134412608269244,25.088197708129883,25.088197708129883,500,0.0,0
2015-12-22,25.319278717041016,25.319278717041016,25.319278717041016,25.319278717041016,200,0.0,0
2015-12-23,25.37704850662234,25.566860198974606,25.37704850662234,25.56686019897461,4500,0.0,0
2015-12-24,25.464520891017862,25.591611862182617,25.464520891017862,25.591611862182617,300,0.0,0
2015-12-28,25.608120376802475,25.608120376802475,25.517340202485016,25.523117065429688,2100,0.0,0
2015-12-29,25.789683801156478,25.987748383860076,25.789683801156478,25.94648551940918,3500,0.0,0
2015-12-30,26.053769911427942,26.070275686839253,25.946485519409176,25.94648551940918,2000,0.0,0
2015-12-31,25.84744683381083,25.905215461141022,25.735210418701172,25.735210418701172,36800,0.0,0
2016-01-04,25.566856949032843,25.566856949032843,25.05601539250474,25.13771629333496,1900,0.0,0
2016-01-05,25.52559240937527,25.899438858032227,25.52559240937527,25.899438858032227,1500,0.0,0
2016-01-06,25.434815114283406,25.73603840393533,25.434815114283406,25.649385452270508,3700,0.0,0
2016-01-07,25.353112153411654,25.37704442171797,25.176503850370867,25.178979873657227,1500,0.0,0
2016-01-08,25.178978797065746,25.186405292530186,24.824112573351215,24.8488712310791,4000,0.0,0
2016-01-11,24.99742317199707,24.99742317199707,24.99742317199707,24.99742317199707,500,0.0,0
2016-01-12,24.79110357998645,24.84887220954923,24.725080490112305,24.725080490112305,2300,0.0,0
2016-01-13,24.956155152018294,24.997419580824467,24.46924591064453,24.46924591064453,3300,0.0,0
2016-01-14,24.61614720089539,24.61614720089539,24.34545943316291,24.551776885986328,3700,0.0,0
2016-01-15,24.05331485059175,24.18040585277217,24.05331485059175,24.139142990112305,1400,0.0,0
2016-01-19,24.35371114960876,24.35371114960876,24.225793768338757,24.304195404052734,4700,0.0,0
2016-01-20,23.65223503112793,23.84204672892934,23.206590106982123,23.65223503112793,4600,0.0,0
2016-01-21,23.83379173278809,23.83379173278809,23.83379173278809,23.833791732788086,100,0.0,0
2016-01-22,24.31657424628453,24.32895278930664,24.309972566549703,24.32895278930664,300,0.0,0
2016-01-25,24.32895278930664,24.32895278930664,24.32895278930664,24.32895278930664,0,0.0,0
2016-01-26,24.419730391486393,24.63925274730928,24.419730391486393,24.5451717376709,500,0.0,0
2016-01-27,24.32895278930664,24.32895278930664,24.32895278930664,24.32895278930664,900,0.0,0
2016-01-28,24.32895310136014,24.337205988173128,24.064867019653324,24.06486701965332,1700,0.0,0
2016-01-29,23.941075598291274,24.097877291283346,23.941075598291274,24.089624404907227,600,0.0,0
2016-02-01,24.4337664105495,24.601295471191406,24.4337664105495,24.601295471191406,700,0.0,0
2016-02-02,24.494006648307614,24.494006648307614,24.287689208984375,24.287689208984375,1100,0.0,0
2016-02-03,24.49400695049203,24.49400695049203,23.9716116662002,24.31244659423828,3800,0.0,0
2016-02-04,24.299248523453347,24.465127959114117,24.299248523453347,24.458524703979492,1500,0.0,0
2016-02-05,24.106128385935506,24.106128385935506,24.01369857788086,24.01369857788086,200,0.0,0
2016-02-08,23.19007804571007,23.19007804571007,22.741130828857422,22.741130828857422,700,0.0,0
2016-02-09,22.628897266639317,22.736181644668186,22.340877347356066,22.562875747680664,1400,0.0,0
2016-02-10,23.04153060913086,23.04153060913086,23.04153060913086,23.04153060913086,300,0.0,0
2016-02-11,22.529867735982126,22.529867735982126,22.46384620666504,22.46384620666504,800,0.0,0
2016-02-12,22.463837600246094,22.701515329543227,22.463837600246094,22.686660766601562,1800,0.0,0
2016-02-16,22.686660766601562,22.686660766601562,22.686660766601562,22.686660766601562,100,0.0,0
2016-02-17,23.437659492909045,23.47892392293226,23.378239658121853,23.39639663696289,2600,0.0,0
2016-02-18,23.504509635860902,23.685243606567383,23.504509635860902,23.685243606567383,3900,0.0,0
2016-02-19,23.65223503112793,23.65223503112793,23.65223503112793,23.65223503112793,200,0.0,0
2016-02-22,24.015348434448242,24.060738519516367,23.99471700689283,24.015348434448242,800,0.0,0
2016-02-23,23.891555786132812,23.891555786132812,23.891555786132812,23.891555786132812,300,0.0,0
2016-02-24,23.86597923027677,23.911369323730472,23.858551159427552,23.91136932373047,800,0.0,0
2016-02-25,24.064867019653324,24.064867019653324,24.064867019653324,24.06486701965332,100,0.0,0
2016-02-26,24.345464566015853,24.349590223348162,24.23818016052246,24.23818016052246,2500,0.0,0
2016-02-29,24.45026789794304,24.4692481202385,24.205162048339844,24.205162048339844,700,0.0,0
2016-03-01,24.593040819029227,24.79110696756218,24.58478950574456,24.782854080200195,1000,0.0,0
2016-03-02,24.947903187907926,25.05518913269043,24.91489321772051,25.05518913269043,1300,0.0,0
2016-03-03,25.058494850566284,25.1030585551063,25.058494850566284,25.089855194091797,1100,0.0,0
2016-03-04,25.170730380660874,25.195489042785095,25.121214630489746,25.162477493286133,1700,0.0,0
2016-03-07,25.261508229343196,25.278012428487628,25.14596939086914,25.14596939086914,1500,0.0,0
2016-03-08,25.125338020730744,25.125338020730744,25.108007431030273,25.108007431030273,600,0.0,0
2016-03-09,25.129463966070453,25.18475657218112,24.96440939005906,25.0312557220459,3700,0.0,0
2016-03-10,25.29451880308825,25.29451880308825,24.913244247436523,24.913244247436523,1000,0.0,0
2016-03-11,25.401807519271756,25.492586135864258,25.401807519271756,25.492586135864258,400,0.0,0
2016-03-14,25.61554943381621,25.66424036551515,25.575111389160153,25.575111389160156,3000,0.0,0
2016-03-15,25.58336584090505,25.74429321289062,25.58336584090505,25.744293212890625,2300,0.0,0
2016-03-16,25.74841823253715,25.752543888918,25.550352096557617,25.550352096557617,1500,0.0,0
2016-03-17,26.400378611404207,26.446595089120304,26.392125725171944,26.405330657958984,1100,0.0,0
2016-03-18,26.4028281417914,26.47781263284432,26.186206455319166,26.219532012939453,136400,0.303,0
2016-03-21,26.344513823644544,26.344513823644544,26.040409095345773,26.086233139038086,3400,0.0,0
2016-03-22,26.011244811572446,26.16954559678701,26.00624701034271,26.0404052734375,1600,0.0,0
2016-03-23,26.048740310603186,26.108728234977434,25.944595336914062,25.944595336914062,2600,0.0,0
2016-03-24,25.836282828814465,25.986251831054688,25.808787770144942,25.986251831054688,2200,0.0,0
2016-03-28,25.836285414363523,26.21953815699693,25.836285414363523,26.15288543701172,2600,0.0,0
2016-03-29,26.42782471501611,26.719430923461914,26.252861943424225,26.719430923461914,17300,0.0,0
